OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,6,BHA 6,11/18/2021,11/21/2021,10307,15391,5084,4197,38.75,108.31,56.317,93.284,61.083,54.5,887,15.75,Drilformance,DF613,6,1.178,1-1-RR-N-X-I-RR-DMF,14.7,OBM,30,41,26,24500,325,5.25,5.25 Drillformance 4/5 10.3 Fxd @ 2.12 w/SS Fit = -.021,DFM-500-041,1.5OS NBR-HPO,Abaco,2.12,4.07,4/5,10.3,0,0,0,6181.098,49.407,751.829,2060,8.38,5380,382.866,400,28.805,,Overall motor had a great run continuing to drill strong and consistent thru the majority of run just did not quite make TD for the well or planned clean up cycle at TD,0,1,0,0,0,0,0,0,0,241.524,179.951,156.8,,,32.33633,-93.54334,82,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.375,5.75,14.43,ROP,-0.021,Opti-1.5OS-NBR-HPO,220,285.62,325,No issues during run. Rubber fin on spearpoint was blown off tool. 325F. Replaced tool string with new tool string for next run. Pulled muleshoe sleeve and cleaned out rubber.
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,7,BHA 7,11/21/2021,11/23/2021,15391,16123,732,660,10.25,64.39,32,58.56,24.417,12.5,72,2.25,Drilformance,DF613,6RR,1.178,2-1-CT-N-X-I-WT-TD,14.5,OBM,32.5,44,20,23000,321.5,5.25,5 Drillformance 6/7 8.0 Fxd @ 2.00 w/SS Fit = -.042,DFM-500-035,2OS HNBR-HPT,Abaco,2,4.08,6/7,8,0,0,0,6536.667,58.333,790,1800,9.567,5720,350,350,37.333,,Motor averaged a 9.5 MY sliding and 60/Hr rotating. Motor drained good at surface with vey little slack. Bit was a RR and was graded a 2/1,0,0,0,0,0,0,0,0,0,300,175,150,,,32.33633,-93.54334,42,LAT: LATERAL,5.375,5.75,4.55,Well TD,-0.042,2OS HNBR-HPT,300,307.77,321.5,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,8,BHA 8,11/12/2021,11/15/2021,11231,16345,5114,4595,52.5,87.524,37.293,76.999,68.583,66.417,519,13.917,Drilformance,DF613,8,1.178,2-1-CT-N-X-I-WT-TD,14.5,OBM,29.77,40,10,30000,332,5.25,5 Drillformance 6/7 8.0 Fxd @ 2.25 w/6-1/4 NBS,DFM-500-043,Abaco,Vectr,2.25,4.87,6/7,8,0,0,0,5692.759,37.703,778.966,1800,8.791,5720,350,350,33.69,,"Motor had a great run, gave good builds in curve and sliding lateral, stayed strong thru run, drained good at surface, minimal slack in bearings, no other damage noted",0,0,0,0,0,0,0,0,0,273.276,189.897,157.414,,,32.33633,-93.54327,85.75,CURVE: CURVE / LAT: LATERAL,5.25,6.25,20.8,,0,NBR-HR,230,288.93,332,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,1,BHA 1,10/17/2021,10/17/2021,100,2005,1905,1804,5.25,343.619,121.2,313.151,13.917,6.083,101,0.833,Halliburton,SF56,1,0.811,1-1-WT-S-X-I-NO-TD,8.6,WBM,2,2,2,800,93.8,7.75,7.75 Leam 7/8 4.0 FXD @ 1.75 w/13 NBS Fit = +.021,7751XD-728,DIG,Leam,1.75,7.47,7/8,4,1.5,10,0,2119.375,57,269,940,7.5,15726,760,900,17.375,,"Motor Performed as Expected, Assy gave good build rates from slides, tracked well, and stayed strong thru run, at surface motor drained good, no slack or squat in bearings, no other damage noted, Tools were lay down in order to fight lost circulation at section T/D",0,0,0,0,0,0,0,0,0,74.063,73.125,72.188,,,32.33633,-93.54334,21.5,SURFACE: SURFACE,8.313,13,2.31,Section TD,0.021,NBR,79.3,82.93,93.8,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,2,BHA 2,10/19/2021,10/22/2021,2005,7315,5310,5183,32.417,159.887,63.5,154.286,37.5,34.417,127,2,Halliburton,GT65DHEO,2,0.69,8-8-BT-A-X-1/16-NR-O,8.6,WBM,2,2,2,800,187.8,8.25,8.25 Patriot 7/8 7.0 FXD @ 1.75 w/9.25 SS,CD825002,Dyna,Patriot,1.75,5.54,7/8,7.0,2,6,7.5,2974.531,48.8,486.656,1580,12.072,24130,873.438,1000,42.063,,"Motor drained strong at surface, motor stayed strong thru run, minimal slack / squat in bearings, drain around mandrel, initial POOH for ROP and diff pressure spikes, found bit to be DBR",0,0,0,0,0,0,0,0,0,132.625,120.375,103.75,,,32.33633,-93.54334,61.667,INT-1: INTERMEDIATE 1,8.38,9.25,1.45,Bit Trip,0,HR,86.6,138.17,187.8,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,3,BHA 3,10/22/2021,10/23/2021,7315,8048,733,733,9.333,78.536,0,78.536,11.417,9.333,0,0,Halliburton,GT65DHEO,3,0.69,2-8-BT-G-X-1/4-WT-O,11,WBM,13,7,12,2200,195,8,"8"" Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS",BPG2800-0007,G2 SS100,Bico,1.75,5.92,7/8,4.0,0,0,0,3460,20,640,1400,17.5,23156,790,900,42,,"POOH for ROP & Motor Stalling, at surface motor drained good, no slack in bearings, Bit was near DBR, Motor swapped due to stalling suring run",0,0,0,0,0,0,0,0,0,210,190,170,,,32.33633,-93.54334,19.75,INT-1: INTERMEDIATE 1,8.188,9.375,0.55,Bit Trip,0,SpiroStar,195,195,195,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210044,3-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,4,BHA 4,10/23/2021,10/25/2021,8048,10307,2259,2259,36.25,62.317,0,62.317,37.667,36.25,0,0,Ulterra,RPS616,4,0.69,2-6-CT-S-X-I-BT-TD,11,WBM,13.5,9,13,2200,209,8,"8"" Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS",BPG2800-0001,G2 SS100,Bico,1.75,6.95,7/8,4.0,0,0,0,3335,11.45,675,1400,17.63,23156,778.75,900,57.4,,"Motor Drained good at surface, had 1/4 inch slack in bearings, noticed hard band damage on top sub, no other damage noted, motor ran good thru run was a little weak towards the end of run",0,0,0,0,0,0,0,0,0,272.5,227.5,190,,,32.33633,-93.54334,57.833,INT-1: INTERMEDIATE 1,8.188,9.375,0.37,Section TD,0,SpiroStar,173,192.1,209,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,1,BHA 1,10/15/2021,10/16/2021,100,2005,1905,1616,6.5,248.615,119.586,213.645,9.833,8.917,289,2.417,Halliburton,SF56,1,0.811,RR-,14.4,,33,46,22,28500,93.8,7.75,7.75 Leam 7/8 4.0 FXD @ 1.75 w/13 NBS Fit = +.011,7751XD-737,DIG,Leam,1.75,7.55,7/8,4,1.5,1.5,0,1757.813,37.222,323.438,940,5,15726,796.875,900,19.438,,"Motor performed as expected, assembly built in rotation until +-1600, formation push causing  assembly to drop angle then build severly, motor stayed strong thru run, motor drained good at surface w/no noticeable slack or squat in bearings.  Motorm was changed out on 3-Alt due to LCM pill still in mud system plugging BHA",0,0,0,0,0,0,0,0,0,87.5,86.875,86.25,,,32.33633,-93.54327,17.583,SURFACE: SURFACE,8.313,13,3.2,Section TD,0.011,NBR,79.3,81.47,93.8,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,2,BHA 2,10/31/2021,10/31/2021,2005,2063,58,58,1.25,46.4,0,46.4,2.25,1.25,0,0,Drilformance,DF616,2,0.69,RR-,10.7,WBM,11,9,10,1800,97,8,8 Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS,BPG2800-0023,SS100,BICO,1.75,5.98,7/8,4.0,0,0,0,1966.667,15,87.333,1400,3.23,23156,550,900,36.667,,"Drillled Cement and float equipment, got top new formation and motorwould not drill over 25-30hr, unable to get differential, would only drill off with rotatary",1,1,0,0,0,0,0,0,0,85,85,85,"Unable to drain motor as rotary was inoperable, Bit was plugger with cement but not to the point that it would prevent drilling ahead and clean itself off later.","Tried various flow rates, RPM, and WOB thinking bit was balled up, Attempt to slide with motor and gcould get no reactive torq or differential",32.33633,-93.54327,9.5,INT-1: INTERMEDIATE 1,8.25,9.375,0.36,Motor Failure,0,SpiroStar,97,97,97,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,3,BHA 3,10/31/2021,11/1/2021,2063,6076,4013,3842,17.5,219.543,70.759,201.49,20.917,19.917,171,2.417,Drilformance,DF616,2,0.69,2-8-NR-S-X-I-NR-O,10.7,WBM,11,9,10,1800,162,8,8 Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS,BPG2800-0081,G2 SS100,Bico,1.75,5.89,7/8,4.0,0,0,0,3248,51.579,439.071,1400,9.374,23156,856.607,900,41.071,,"Original plan was to swap the bit and re-run the motor, however the bit breaker spread and could not properly torq the bit.  So we attempted to remove the bit, but the breaker area wa too damage to hold torq, so motor was lay down with bit attached.",0,0,0,0,0,0,0,0,0,143.214,124.107,104.786,,,32.33633,-93.54327,29.5,INT-1: INTERMEDIATE 1,8.188,9.375,3.69,Bit Trip,0,SpiroStar,101,127.71,162,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,4,BHA 4,11/1/2021,11/3/2021,6076,8061,1985,1985,31.167,63.69,0,63.69,32.833,31.167,0,0,Ulterra,RPS616,3,0.69,8-5-BT-N-X-I-PN-O,10.5,WBM,7,8,11,1900,170,8,8 Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS,BPG2800-0041,G2 SS100,Bico,1.75,5.89,7/8,4.0,0,0,0,2929.167,17.917,566.667,1400,15.583,23156,770.833,900,48.167,,"Motor Ran Good thru run, was limited on WOB and GPM per operator, at surface found motor had chunked some rubber plugging 2 nozzles, kick pad was worn 100% over 1/2 the pad, bearings had 1/8 slack in them, and motor drain quite a bit thru bypass around bit box as well as good strong drain thru bit",0,0,0,0,0,0,0,0,0,204.667,165.833,145.917,,,32.33633,-93.54327,45.333,INT-1: INTERMEDIATE 1,8.188,9.375,0.57,Bit Trip,0,SpiroStar,148,162.67,170,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,5,BHA 5,11/3/2021,11/5/2021,8061,9502,1441,1441,33.5,43.015,0,43.015,34.667,33.5,0,0,Ulterra,RPS616,4,0.69,2-4-BT-S-I-CT-DMF,10.5,WBM,6.5,10,13,1800,195,8,8 Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS,BPG2800-0007,G2 SS100,Bico,1.75,5.91,7/8,4.0,0,0,0,3213.75,20,438.75,1400,17.988,23156,759.5,900,54.375,,,0,0,0,0,0,0,0,0,0,266.875,225.375,178.125,,,32.33633,-93.54327,46,INT-1: INTERMEDIATE 1,8.188,9.375,0.24,,0,SpiroStar,173.3,185.29,195,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-FP-210045,4-ALT - SNYDER 31H - Wellbore 1,Bossier,Louisiana,6,BHA 6,11/5/2021,11/7/2021,9502,10460,958,958,12.083,79.283,0,79.283,28.333,12.083,0,0,Halliburton,GT65DHEO,5,0.69,1-2-WT-S-X-1/16-BT-TD,10.5,WBM,13,13,15,2200,195,8,8 Bico 7/8 4.0 FXD @ 1.75 w/9-3/8 NBS,B2G2800-0041,G2 SS100,Bico,1.75,5.49,7/8,4.0,0,0,0,3198,21,408,1400,18,23156,799,900,39,,"Motor ran good stayed strong thru run, drain good at surface",0,0,0,0,0,0,0,0,0,350,215,150,,,32.33633,-93.54327,55.25,INT-1: INTERMEDIATE 1,8.188,9.375,0.23,Section TD,0,SpiroStar,181,189.75,195,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220050,1-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,4,BHA 4,7/1/2022,7/7/2022,10225,16490,6265,4948,55.417,89.287,30.867,63.874,102.667,98.083,1317,42.667,Drilformance,613BC,4,0.902,3-1-CT-N-X-1/16-WT-TD,15.2,OBM,32,45,9,38000,328,5,5in (6/7 8.0) FBH 2.12 TS - FIT -0.012,BPG2475-0195 LA,SSS140-SDR-1XOS,,2.12,3.53,6/7,8.0,0,0,11,5474,47,430,2400,6,7632,320,350,25,6 3/4 Curve / Lateral Assembly,"Motor Drained well at Surface

Bit had worn and chipped cutters on the inner rows",0,0,0,0,0,0,0,0,0,275,165,125,,,32.36517,-93.44646,143.5,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.312,0,13.53,Well TD,-0.012,SSS140-SDR-1XOS,0,267.16,328,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220051,2-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,4,BHA 4,7/10/2022,7/11/2022,10080,11158,1078,673,6,112.167,25.989,49.946,24.25,21.583,405,15.583,Drilformance,613BC,4,0.902,0-0-NO-I-NO-BHA,15.2,OBM,33.5,36,10,35000,263,5,5in (6/7 8.0) FBH @ 2.12 TS - FIT -0.015,BPG2475-0078 LA,SSS140-SDR-1XOS,Bico,2.12,3.55,6/7,8.0,10,6.5,11,5506.25,50,418.75,2400,3.5,7632,332.5,350,19.375,,"POOH due to build rates, Avg. 6.5 Mtr. yield per 100 ft. Motor drained @ surface w/ no slack in bearings. Bit was green. POOH needing 9 s",1,0,0,0,0,0,0,0,0,185,170,160,,,32.36517,-93.44642,33.917,INT-2: INTERMEDIATE 2 / CURVE: CURVE,5.125,0,6.98,Low build rates,-0.015,Bico,252,261,263,MWD tool work as expected.
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220051,2-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,5,BHA 5,7/11/2022,7/15/2022,11158,16217,5059,4497,69.917,64.319,28.576,56.473,91.667,89.583,562,19.667,Drilformance,613BC,4RR,0.902,,15.2,OBM,33.5,36,10,35000,328,5,5in (6/7 8.0) FBH @ 2.25 TS - FIT -0.010,BPG2475029,SSS140,,2.25,3.5,6/7,8.0,0,0,15,5840.789,33.478,625,1100,6.583,7632,311.447,350,23.737,,"upon Reaching Surface, We Found Motor to be missing everything below the power section.",0,0,0,0,0,0,0,0,0,250,160,140,,,32.36517,-93.44642,105.5,CURVE: CURVE / LAT: LATERAL,5.25,0,14.46,,-0.01,Bico,267,299.92,328,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220052,3-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,4,BHA 4,7/19/2022,7/22/2022,10230,12800,2570,1594,20.833,76.512,23.613,41.34,66.833,62.167,976,41.333,Drillformance,613,4,0.902,1-1-RR-A-X-I-NO-BHA,15.4,OBM,38,46,10,24000,288,5,5in (6/7 8.0) FBH 2.12 TS - FIT  -0.029,MM-5-001,NBR-HPW-1XOS,TD Solutions,2.12,3.97,6/7,8.0,10,8.3,0,4916.667,32.083,433.333,2400,6091.667,0,329.833,350,17.4,,"While Rot. ahead in Lateral, Motor Stalled out while on btm. It took a minute or so for the driller to get it shut down after stall. Once we picked up and Recycled. motor was holding pressure. Upon reaching surface Motor would not drain. Bit had motor rubber stuck in it. Rubber also found at shakers. Bit was Green.",0,1,0,0,0,0,8,0,0,200,146,140,,,32.36517,-93.44637,86.75,INT-2: INTERMEDIATE 2 / CURVE: CURVE / LAT: LATERAL,5.188,0,10.28,Motor Failure,-0.029,,253,272.6,288,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220052,3-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,5,BHA # 5,7/22/2022,7/25/2022,12800,16447,3647,3376,29.817,113.225,22.397,87.006,46,41.917,271,12.1,Other,SPD 513,5,0.982,3-3-WT-T-X-I-PN-TD,15.4,OBM,38,46,10,24000,329,5,5in (6/7 10.0) FBH @ 1.75 TS - FIT -0.035,13776320,Nitroforce,Sperry,1.75,4.48,6/7,10,2,2,10,6034.848,40,534.848,2350,4064.938,6940,325,350,21.455,,"Reason POOH: Well TD.  On surface motor drained good, no problems seen.  Kick Pad and Axial Bearing Play had minimal wear and slack.  BHA dropped and walked left in rotation.  Max temp on run 239F.  Motor had zero motor stalls.  Motor yields of 7-12 degrees per 100.  Max Drilling Diff - 850 psi.  Average Drilling Diff - 750 psi.  Bit looked ok except for a few worn cutters on the taper row and had (2) plugged jets.  Graded a 1/1.  ROP in the lateral was fair.",0,0,0,0,0,0,0,3.2,0,210,170,160,,,32.36517,-93.44637,59.25,LAT: LATERAL,5.188,0,4.08,Well TD,-0.035,,288,308.72,329,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220050,1-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,1,BHA 1,6/6/2022,6/6/2022,115,2028,1913,1758,6.417,273.974,97.895,239.125,8.5,8,155,1.583,Halliburton,SF56,1,1.052,,8.6,FW,0,0,0,0,185,8,"8in DF (7/8 4.0) FBH 1.83 w/ 13in
NBS - FIT +0.003",DFM-800-034,DF,DrillFormance,1.83,6.1,7/8,4.0,10,12.5,8,1041.176,40,179.412,800,4.2,9950,700,900,7.765,,Motor drained @ Surface w/ No slack in bearings,0,0,0,0,0,0,0,0,0,55.588,55.588,55.588,,,32.36517,-93.44646,13.5,SURFACE: SURFACE,8.25,13,3.66,Section TD,0.003,HNBR-INT,170,180.24,185,No issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220050,1-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,2,BHA 2,6/24/2022,6/26/2022,2028,8193,6165,6065,44.333,136.805,48,132.819,48.167,46.417,100,2.083,Halliburton,GT65WKHEO,2,0.69,3-8-BT-S-X-I-NR-PR,10.8,WBM,14,9,20,4700,183,8,8in (7/8 4.0) FBH 1.75 w/ 9 5/8 NBS - FIT +0.001,BPG2800-0013,SS100,Bico,1.83,6.1,7/8,4.0,2,2,8,2356.452,40.769,395.161,800,11.596,9950,740,900,37.129,9 7/8 Intermediate BHA,"Reason POOH:  Rotating ROP fell below 40 hr.  On surface motor drained good, but had excessive flow coming from bit box area.  Kickpad was wore down 1/8in or 1/16in from housing.  Motor NBS was 7/16in underguaged also.  Axial Bearing play was excessive and out of tolerance.  Run Description:  BHA tended to hold angle for around 500 then would start dropping angle progressively per 100.  No major walking tendencies observed.  Once vertical the BHA walked around to the North and started building angle  up to 1.23 deg.  Once in the Hosston the BHA started spudding itself over and over due to how the auto driller was set up.  Recommended to the operator to adjust the auto driller parameters to keep it from spudding.  Operator did not adjust auto driller settings.  Motor Yields - 7-11 degrees per 100.  Max Drilling Diff:  900 psi.  Average Drilling Diff: 700 psi.  Max Temp on run: 183F.  Motor had one stall; Max diff during stall 1900 psi.  BIT - Bit was in guage, had (2) plugged jets with formation.  The shoulder cutters on each blade were all busted.  Bit was in bad enough shape that a rerun was not possible even though it was graded a 1/1.",0,0,0,0,0,0,1,1.5,0,171.613,134.677,115.806,,,32.36517,-93.44646,61.417,INT-1: INTERMEDIATE 1,8.25,13,2.01,ROP,0.003,HNBR-INT,102,141.58,183,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220050,1-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,3,BHA 3,6/26/2022,6/29/2022,8193,10225,2032,2032,34.333,59.184,0,59.184,48.417,34.333,0,0,Halliburton,GT65WKHEO,3,0.69,6-8-BT-S-X-I-PN-TD,9.6,WBM,8,15,12,3000,208,8,8in (7/8 4.0) FBH 1.50 w/ 9 5/8 NBS - FIT +0.008,BPG2800-0071,SS100-SDR2-STD,,1.5,5.88,7/8,4.0,0,0,8,3335,20,475,1400,15,9950,700,900,57,9 7/8 Intermediate BHA,"Reason POOH: TD Intermediate Section.  On surface motor drained good, no problems seen.  Kickpad was 1/8in underguaged and the NBS was 1/4in underguaged.  Axial bearing play was minimal (Bearings Good).  BHA was used to TD the remaining 2000 of intermediate hole.  The motor had 10 hrs of wash & ream.  At times while reaming the operator would dry ream so i explained to him he was reaming against a stalled motor, but being we were TD he continued to do it for a total of 2 hrs.  When we pulled the bit, it had 4 jets plugged with motor rubber.  Max Temp on run 208F.  Max Drilling Diff: 750 psi.  Avg Drilling Diff 600 psi.  Bit was in guage, had (4) plugged jets (rubber) and all the shoulder cutters on each blade were busted.  Graded 1/1.",0,0,0,0,0,0,0,9,2,275,225,190,,,32.36517,-93.44646,71.25,INT-1: INTERMEDIATE 1,8.188,9.625,0.38,Section TD,0.008,SS100-SDR2-STD,181,194.5,208,
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220051,2-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,1,BHA 1,6/7/2022,6/7/2022,115,2022,1907,1862,5.25,354.667,90,331.652,6.25,5.75,45,0.5,Halliburton,SF56,1,1.052,,0,WBM,0,0,0,0,95,8,8in DF (7/8 4.0) FBH 1.83 w/ 13in NBS - INT 0.003,DFM-800-034,Viking-HNBR,Drilformance,1.83,6.1,7/8,4.0,10,11,8,1318.75,50,331.25,800,8,9950,812.5,900,10.375,,Motor drained @ Surface w/ No slack in bearings,0,0,0,0,0,0,0,0,0,0,0,0,,,32.36517,-93.44642,7,SURFACE: SURFACE,8.25,13,2.72,Section TD,0.003,HNBR-INT,88,90.63,95,No issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220051,2-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,2,BHA 2,6/17/2022,6/20/2022,2022,8938,6916,6851,54.583,125.515,78,124.8,57.333,55.417,65,0.833,Halliburton,GT65WKHEO,2,0.69,1-2-CT-T-X-1/16-WT-PR,10.5,WBM,13,8,15,5100,190,8,8in (7/8 4.0) FBH 1.50 w/ 9 5/8 NBS - FIT +0.008,BPG2800-0054,SS100-SDR-STD,Bico,1.5,5.88,7/8,4.0,10,10,8,2539.655,39.2,425.862,1400,9.072,23156,745.69,900,41,9 7/8 Intermediate BHA,"Motor drained @ Surface w/ no slack in bearings,  Center of kick pad worn down to bent housing.",0,0,0,0,0,0,0,0,0,275,230,200,,,32.36517,-93.44642,69.167,INT-1: INTERMEDIATE 1,8.125,9.625,2.61,ROP,0.008,SS100-SDR-STD,102,143.19,190,No issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220051,2-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,3,BHA 3,6/20/2022,6/23/2022,8938,10080,1142,1142,21,54.381,0,54.381,27,21,0,0,Halliburton,GT65WKHEO,3,0.69,1-2-CT-S-X-1/16-WT-TD,9.7,WBM,8,7,6,2000,196,8,8in (7/8 4.0) FBH 1.50 w/ 9 5/8 NBS - FIT +0.010,BPG2800-0047,SS100-SDR-STD,Bico,1.5,5.88,7/8,4.0,10,10,8,2356.25,33.75,531.25,1400,13,23156,618.75,900,51.25,9 7/8 Intermediate BHA,"Motor drained @ Surface w/ Slack in bearings, Kick pad & NBS was worn due to formation.",0,0,0,0,0,0,0,0.75,0,0,0,0,,,32.36517,-93.44642,52.75,INT-1: INTERMEDIATE 1,8.125,9.625,0.13,Section TD,0.008,SS100-SDR-STD,175,188.5,196,NO issues
"ENSIGHT IV ENERGY MANAGEMENT, LLC",Basin 103,LA-DMP-220052,3-ALT - BENNER 13H PAD - Wellbore 1,Bossier,Louisiana,1,BHA 1,6/8/2022,6/8/2022,115,2009,1894,1695,6.5,260.769,183.692,249.758,7.833,7.583,199,1.083,Halliburton,SF56,1,1.052,,0,FW,0,0,0,0,102,8,8in DF (7/8 4.0) FBH 1.83 w/ 13in NBS - INT 0.003,DFM-800-034,Viking-HNBR,Drilformance,1.83,6.1,7/8,4.0,10,11,8,1366.6,48.667,143.4,800,2533.333,9950,754.8,900,9.917,13.5in Surface BHA,Motor drained @ Surface w/ No slack in bearings.,0,0,0,0,0,0,0,0,0,0,0,0,,,32.36517,-93.44637,10.25,SURFACE: SURFACE,8.25,13,2.5,Section TD,0.003,HNBR-INT,102,102,102,No issues
